date_line,index_capital_line
2012-07-16 00:00:00.005,2399.731
2012-07-17 00:00:00.005,2414.201
2012-07-18 00:00:00.005,2414.335
2012-07-19 00:00:00.005,2424.322
2012-07-20 00:00:00.005,2398.455
2012-07-23 00:00:00.005,2365.431
2012-07-24 00:00:00.005,2375.992
2012-07-25 00:00:00.005,2360.083
2012-07-26 00:00:00.005,2347.488
2012-07-27 00:00:00.005,2349.108
2012-07-30 00:00:00.005,2335.793
2012-07-31 00:00:00.005,2332.922
2012-08-01 00:00:00.005,2358.651
2012-08-02 00:00:00.005,2334.882
2012-08-03 00:00:00.005,2353.737
2012-08-06 00:00:00.005,2385.611
2012-08-07 00:00:00.005,2388.873
2012-08-08 00:00:00.005,2389.795
2012-08-09 00:00:00.005,2411.7
2012-08-10 00:00:00.005,2399.751
2012-08-13 00:00:00.005,2351.931
2012-08-14 00:00:00.005,2357.016
2012-08-15 00:00:00.005,2331.615
2012-08-16 00:00:00.005,2319.67
2012-08-17 00:00:00.005,2313.476
2012-08-20 00:00:00.005,2301.788
2012-08-21 00:00:00.005,2313.703
2012-08-22 00:00:00.005,2295.586
2012-08-23 00:00:00.005,2302.199
2012-08-24 00:00:00.005,2275.677
2012-08-27 00:00:00.005,2228.204
2012-08-28 00:00:00.005,2238.411
2012-08-29 00:00:00.005,2214.814
2012-08-30 00:00:00.005,2211.37
2012-08-31 00:00:00.005,2204.868
2012-09-03 00:00:00.005,2228.369
2012-09-04 00:00:00.005,2204.407
2012-09-05 00:00:00.005,2199.875
2012-09-06 00:00:00.005,2217.823
2012-09-07 00:00:00.005,2317.179
2012-09-10 00:00:00.005,2326.666
2012-09-11 00:00:00.005,2311.89
2012-09-12 00:00:00.005,2320.071
2012-09-13 00:00:00.005,2298.461
2012-09-14 00:00:00.005,2315.542
2012-09-17 00:00:00.005,2258.705
2012-09-18 00:00:00.005,2235.239
2012-09-19 00:00:00.005,2246.236
2012-09-20 00:00:00.005,2195.951
2012-09-21 00:00:00.005,2199.063
2012-09-24 00:00:00.005,2215.516
2012-09-25 00:00:00.005,2210.154
2012-09-26 00:00:00.005,2184.891
2012-09-27 00:00:00.005,2251.717
2012-09-28 00:00:00.005,2293.106
2012-10-08 00:00:00.005,2270.054
2012-10-09 00:00:00.005,2320.157
2012-10-10 00:00:00.005,2324.117
2012-10-11 00:00:00.005,2302.533
2012-10-12 00:00:00.005,2304.531
2012-10-15 00:00:00.005,2294.857
2012-10-16 00:00:00.005,2298.162
2012-10-17 00:00:00.005,2300.803
2012-10-18 00:00:00.005,2336.077
2012-10-19 00:00:00.005,2332.47
2012-10-22 00:00:00.005,2341.592
2012-10-23 00:00:00.005,2312.077
2012-10-24 00:00:00.005,2307.779
2012-10-25 00:00:00.005,2291.239
2012-10-26 00:00:00.005,2247.907
2012-10-29 00:00:00.005,2235.854
2012-10-30 00:00:00.005,2239.882
2012-10-31 00:00:00.005,2254.82
2012-11-01 00:00:00.005,2297.884
2012-11-02 00:00:00.005,2306.774
2012-11-05 00:00:00.005,2301.88
2012-11-06 00:00:00.005,2292.206
2012-11-07 00:00:00.005,2287.505
2012-11-08 00:00:00.005,2245.405
2012-11-09 00:00:00.005,2240.924
2012-11-12 00:00:00.005,2251.848
2012-11-13 00:00:00.005,2212.44
2012-11-14 00:00:00.005,2223.11
